ID_Vereador;ID;Texto;Data;App

FASE DA DISCUSSÃO: 2ª DO SUBSTITUTIVO DE AUTORIA COLETIVA DOS VEREADORES''. E como resultado da votação foi APROVADA.";14/02/2012;1
23;550;"Votou a favor para a matéria de PLO 12 /2011, do Vereador,  AUTORIA COLETIVA DOS VEREADORES para a ementa que: ''Acrescenta dispositivo à Lei Orgânica do Município da Cidade de São Paulo, para instituir na Lei Orgânica do Município, o ficha limpa municipal, vedando a designação ou nomeação aos cargos da administração municipal, e dá outras providências.

FASE DA DISCUSSÃO: 2ª DO SUBSTITUTIVO DE AUTORIA COLETIVA DOS VEREADORES''. E como resultado da votação foi APROVADA.";14/02/2012;1
48;551;"Votou a favor para a matéria de PLO 12 /2011, do Vereador,  AUTORIA COLETIVA DOS VEREADORES para a ementa que: ''Acrescenta dispositivo à Lei Orgânica do Município da Cidade de São Paulo, para instituir na Lei Orgânica do Município, o ficha limpa municipal, vedando a designação ou nomeação aos cargos da administração municipal, e dá outras providências.

FASE DA DISCUSSÃO: 2ª DO SUBSTITUTIVO DE AUTORIA COLETIVA DOS VEREADORES''. E como resultado da votação foi APROVADA.";14/02/2012;1
51;552;"Votou a favor para a matéria de PLO 12 /2011, do Vereador,  AUTORIA COLETIVA DOS VEREADORES para a ementa que: ''Acrescenta dispositivo à Lei Orgânica do Município da Cidade de São Paulo, para instituir na Lei Orgânica do Município, o ficha limpa municipal, vedando a designação ou nomeação aos cargos da administração municipal, e dá outras providências.

FASE DA DISCUSSÃO: 2ª DO SUBSTITUTIVO DE AUTORIA COLETIVA DOS VEREADORES''. E como resultado da votação foi APROVADA.";14/02/2012;1
34;553;Não tem votação definida para a matéria de  e não houve resultado definido da votação.;14/02/2012;1
40;554;Não tem votação definida para a matéria de PL 684/2009, DO EXECUTIVO para a ementa que: ''CONFERE NOVA REDACAO AO § 6º DO ARTIGO 116 DA LEI Nº 11.511, DE 19 DE ABRIL DE 1994 (CONCESSAO DE VERBA DE REPRESENTACAO AOS SERVIDORES, EMPREGADOS E DEMAIS AGENTES PUBLICOS QUE ESPECIFICA)''. E como resultado da votação foi APROVADA.;14/02/2012;1
21;555;Não tem votação definida para a matéria de PL 565/2011, DO EXECUTIVO para a ementa que: ''DISPOE SOBRE A TRANSFERENCIA DOS CARGOS DE DIRETOR DE CRECHE DO QUADRO DOS PROFISSIONAIS DA ADMINISTRACAO - QPA PARA O QUADRO DE PESSOAL DE NIVEL SUPERIOR DA PREFEITURA DO MUNICIPIO DE SAO PAULO''. E como resultado da votação foi APROVADA.;14/02/2012;1
119;556;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
133;557;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
5;558;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
1;559;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
45;560;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
20;561;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
50;562;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
8;563;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
44;564;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
35;565;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
29;566;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
41;567;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
121;568;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
53;569;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
12;570;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
132;571;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
22;572;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
16;573;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
131;574;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
38;575;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
118;576;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
3;577;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
13;578;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
6;579;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
117;580;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
114;581;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
15;582;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
4;583;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
11;584;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
26;585;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
113;586;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
25;587;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
112;588;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
10;589;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
122;590;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
9;591;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
27;592;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
116;593;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
37;594;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
32;595;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
128;596;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
39;597;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
49;598;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
46;599;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
115;600;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
43;601;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
127;602;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
42;603;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
19;604;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
23;605;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
48;606;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
51;607;Votou a favor para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
34;608;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
40;609;Não votou para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
21;610;Votou contra para a matéria de Adiamento do Prolongamento do Expediente e como resultado da votação foi APROVADA.;14/02/2012;1
119;611;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
133;612;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
5;613;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
1;614;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
45;615;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
20;616;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
50;617;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
8;618;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
44;619;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
35;620;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
29;621;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
41;622;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
121;623;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
53;624;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
12;625;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
132;626;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
22;627;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
16;628;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
131;629;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
38;630;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
118;631;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
3;632;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
13;633;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
6;634;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
117;635;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
114;636;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
15;637;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
4;638;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
11;639;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
26;640;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
113;641;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
25;642;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
112;643;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
10;644;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
122;645;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
9;646;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
27;647;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
116;648;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
37;649;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
32;650;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
128;651;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
39;652;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
49;653;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
46;654;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
115;655;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
43;656;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
127;657;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
42;658;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
19;659;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
23;660;Votou contra para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
48;661;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/02/2012;1
0;662;Votou a favor para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/03/2012;1
0;663;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;14/03/2012;1
51;664;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;16/02/2012;1
34;665;Não votou para a matéria de Adiamento da Ordem do Dia e como resultado da votação foi APROVADA.;16/02/2012;1
40;666;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
21;667;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
119;668;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
133;669;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
5;670;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
1;671;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
45;672;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
20;673;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
50;674;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
8;675;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
44;676;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
35;677;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
29;678;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
41;679;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
121;680;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
53;681;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
12;682;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
132;683;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
22;684;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
16;685;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
131;686;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
38;687;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
118;688;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
3;689;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
13;690;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
6;691;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
117;692;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
114;693;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
15;694;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
4;695;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
11;696;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
26;697;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
113;698;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
25;699;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
112;700;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
10;701;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
122;702;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
9;703;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
27;704;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
116;705;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
37;706;Votou a favor para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
32;707;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
128;708;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
39;709;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
49;710;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
46;711;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
115;712;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
43;713;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
127;714;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
42;715;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
19;716;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
23;717;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
48;718;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/02/2012;1
51;719;Não votou para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/05/2012;1
34;720;Votou contra para a matéria de Encerramento da presente sessão e como resultado da votação foi REPROVADA.;16/05/2012;1
40;721;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
21;722;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
119;723;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
133;724;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
5;725;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
1;726;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
45;727;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
20;728;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
50;729;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
8;730;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
44;731;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
35;732;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
29;733;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
41;734;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
121;735;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
53;736;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
12;737;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
132;738;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
22;739;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
16;740;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
131;741;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
38;742;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
118;743;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
3;744;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
13;745;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
6;746;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
117;747;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
114;748;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
15;749;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
4;750;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
11;751;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
26;752;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
113;753;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
25;754;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
112;755;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
10;756;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
122;757;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
9;758;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
27;759;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
116;760;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
37;761;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
32;762;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
128;763;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
39;764;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
49;765;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
46;766;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
115;767;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
43;768;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
127;769;Votou a favor para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
42;770;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
19;771;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
23;772;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
48;773;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
51;774;Votou contra para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
34;775;Não votou para a matéria de Adiamento ao PL 424/2008 e como resultado da votação foi REPROVADA.;16/05/2012;1
40;776;Não votou para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
21;777;Não votou para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
119;778;Não votou para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
133;779;Votou contra para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
5;780;Votou contra para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
1;781;Votou contra para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
45;782;Votou contra para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
20;783;Não votou para a matéria de Suspensão dos trabalhos por 5:00h e como resultado da votação foi REPROVADA.;16/05/2012;1
