ID_Vereador;Texto;DataEncerramento;Tipo_Ação
113;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADAO PAULISTANO AO DOUTOR MARIO GOBBI FILHO.'' que foi encerrado, pois foi promulgado.;15/06/2011;Projeto
121;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADAO PAULISTANO AO SENHOR EDIVALDO DEL GRANDE. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 07/11/11 AS 19H30 NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;15/06/2011;Projeto
6;Criou o projeto de ementa que: ''CONCEDE O TITULO DE CIDADAO PAULISTANO AO SR. FRANCISCO GOMES DA SILVA.'' que foi encerrado, pois foi retirado pelo autor.;17/06/2011;Projeto
32;Criou o projeto de ementa que: ''CONCEDE SALVA DE PRATA AO HOSPITAL SANTA MARCELINA, EM HOMENAGEM AO JUBILEU DE OURO. *** SESSAO SOLENE DE ENTREGA DA SALVA DE PRATA REALIZADA EM 11/08/2011 AS 19H ***'' que foi encerrado, pois foi promulgado.;21/06/2011;Projeto
27;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO HOSPITAL SANTA MARCELINA, PELOS SEUS 50 ANOS DE ATUACAO NA CIDADE, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;21/06/2011;Projeto
15;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADAO PAULISTANO AO DOUTOR TABAJARA ACACIO DE CARVALHO. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 23/09/2011 AS 19H NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;21/06/2011;Projeto
41;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA MEDALHA ANCHIETA E DO DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO SENHOR VANDERLEI BAILONI,E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 19/08/2011 AS 19:30H ***'' que foi encerrado, pois foi promulgado.;21/06/2011;Projeto
9;Criou o projeto de ementa que: ''CONCEDE O TITULO DE CIDADAO PAULISTANO AO DR. JORGE ISHIDA.'' que foi encerrado, pois foi promulgado.;21/06/2011;Projeto
50;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE ""TITULO DE CIDADAO PAULISTANO"" AO SENHOR IRAN GLADE, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 24/10/11 AS 19H NO PLENARIO ***'' que foi encerrado, pois foi promulgado.";21/06/2011;Projeto
114;"Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO A AMELIA IMPERIO HAMBURGER ""IN MEMORIAM"". *** SESSAO SOLENE DE ENTREGA REALIZADA EM 26/09/2011 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.";21/06/2011;Projeto
53;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO SENHOR MIGUEL EDUARDO TORRES, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 02/12/11 AS 19H NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;22/06/2011;Projeto
51;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE SALVA DE PRATA EM HOMENAGEM A GUARDA CIVIL METROPOLITANA DA CIDADE DE SAO PAULO. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 14/09/2011 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;27/06/2011;Projeto
22;Criou o projeto de ementa que: ''CONCEDE A MEDALHA ANCHIETA E O DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO SR. VALDIR ZUFFO. *** HONRARIA RETIRADA PELO VEREADOR PARA SER ENTREGUE FORA DA CASA ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
40;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADA PAULISTANA A SENHORA LURDINHA RODRIGUES, NO AMBITO DO MUNICIPIO DE SAO PAULO, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 09/09/2011 AS 19H NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
35;Criou o projeto de ementa que: ''CONCEDE TITULO DE CIDADAO PAULISTANO AO PROFº DR. ANTRANIK MANISSADJIAN. *** HONRARIA RETIRADA PELO VEREADOR EM 04/10/11 PARA SER ENTREGUE EM EVENTO FORA DA CASA ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
128;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE SALVA DE PRATA A PAROQUIA SAO LUIZ GONZAGA E DA OUTRAS PROVIDENCIAS. *** HONRARIA RETIRADA PELO VEREADOR PARA SER ENTREGUE FORA DA CASA ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
9;Criou o projeto de ementa que: ''CONCEDE O TITULO DE CIDADAO PAULISTANO AO DR. RAJA EL KHOURI. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 08/11/11 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
38;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO A SRA. CLARICE HERZOG. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 26/08/2011 AS 19H ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
43;Criou o projeto de ementa que: ''DISPOE SOBRE A ENTREGA DE TITULO DE CIDADAO PAULISTANO PARA O DR. WAGNER GINOTTI PIRES.'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
15;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA MEDALHA ANCHIETA E DO DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO PRESIDENTE LUIZ INACIO LULA DA SILVA.'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
115;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE TITULO DE CIDADAO PAULISTANO AO SENHOR PLINIO TOMAZ. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 29/09/2011 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
119;Criou o projeto de ementa que: ''CONCEDE TITULO DE CIDADAO PAULISTANO AO SR. LUIZ INACIO LULA DA SILVA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;30/06/2011;Projeto
50;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO DR. KIYOSHI HARADA. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 16/09/2011 AS 19H NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;01/07/2011;Projeto
34;Criou o projeto de ementa que: ''ALTERA DENOMINACAO DA ATUAL RUA SARANDI, NO BAIRRO JARDIM PAULISTA, PARA RUA ALVARO MOREIRA.'' que foi encerrado, pois foi retirado pelo autor.;01/07/2011;Projeto
112;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO JORNALISTA JOSE TRAJANO REIS QUINHOES, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;14/07/2011;Projeto
131;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE TITULO DE CIDADAO PAULISTANO AO PASTOR CESAR CASTELLANOS DOMINGUEZ, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;15/07/2011;Projeto
19;Criou o projeto de ementa que: ''DENOMINA PRACA PAULO BORGES NOGUEIRA, O LOGRADOURO INOMINADO, DELIMITADO PELAS VIAS DE CIRCULACAO: RUA ACURUI E RUA CURUPA, BAIRRO E DISTRITO DE VILA FORMOSA, SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi retirado pelo autor.;15/07/2011;Projeto
38;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADA PAULISTANA A DRA. MARCIA MASCARENHAS DE REZENDE CAMARGOS.'' que foi encerrado, pois foi promulgado.;17/07/2011;Projeto
16;Criou o projeto de ementa que: ''ALTERA A DENOMINACAO DA RUA NOVA FLORESTA, NA VILA PITA, PERTENCENTE AO DISTRITO DE CACHOEIRINHA, NA ZONA NORTE DA CAPITAL. (PASSA P/ RUA REGINA MARTA DOS SANTOS DE OLIVEIRA).'' que foi encerrado, pois foi retirado pelo autor.;10/08/2011;Projeto
40;Criou o projeto de ementa que: ''DENOMINA PRACA JOSE RIBEIRO RAMOS O ESPACO LIVRE SEM DENOMINACAO LOCALIZADO ENTRE AS RUAS DESEMBARGADOR SILVIO BARBOSA E A RUA DESEMBARGADOR OSVALDO ARANHA BANDEIRA DE MELLO - CIDADE KEMEL, SUBPREFEITURA ITAIM PAULISTA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi retirado pelo autor.;15/08/2011;Projeto
51;Criou o projeto de ementa que: ''ALTERA A DENOMINACAO DO CLUBE DA CIDADE - CDC UNIAO NORDESTE FC '' que foi encerrado, pois foi retirado pelo autor.;15/08/2011;Projeto
45;Criou o projeto de ementa que: ''DISPOE SOBRE CONCESSAO DE HOMENAGEM EM FORMA DE HONRARIA SALVA DE PRATA EM COMEMORACAO AOS 15 ANOS DA FUNDACAO DA UNIDADE EDUCACIONAL LER E ESCREVER, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 31/10/2011 AS 19H30 NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;30/08/2011;Projeto
23;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA MEDALHA ANCHIETA E DO DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO PROFESSOR BENEDITO CARLOS DE SOUZA TATE, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE REALIZADA EM 21/03/2012 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;30/08/2011;Projeto
23;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE TITULO DE CIDADAO PAULISTANO AO PROFESSOR TOKUICHI NISHIHARA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;30/08/2011;Projeto
27;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE ""MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO"" AO SR. JOSE LUIZ GOMES DO AMARAL, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 18/10/11 AS 20H NO PLENARIO ***'' que foi encerrado, pois foi promulgado.";30/08/2011;Projeto
37;Criou o projeto de ementa que: ''DISPOE SOBRE A INCLUSAO DE ENXADRISMO COMO ATIVIDADE CURRICULAR DO ENSINO FUNDAMENTAL NO MUNICIPIO DE SAO PAULO E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, por motivo de ilegalidade (art. 79 reg. int.).;06/09/2011;Projeto
44;Criou o projeto de ementa que: ''REVOGA NA INTEGRA O DECRETO 52.290, DE 3 DE MAIO DE 2011, QUE DECLARA DE UTILIDADE PUBLICA, PARA FIM DE DESAPROPRIACAO, IMOVEIS PARTICULARES SITUADOS NO DISTRITO DA LAPA, SUBPREFEITURA DA LAPA, NECESSARIOS A IMPLANTACAO DE EQUIPAMENTO PUBLICO.'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
133;Criou o projeto de ementa que: ''CONCEDE O TITULO DE CIDADAO PAULISTANO AO SR. FRANCISCO GOMES DA SILVA. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 30/11/11 AS 19H NO AUDITORIO DO TEMPLO NOBRE DO PALACIO FRANCISCO RORATO DA GRANDE LOJA MACONICA DO ESTADO DE SAO PAULO, NA RUA SAO JOAQUIM, 138, LIBERDADE - SP ***'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
114;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE SALVA DE PRATA EM HOMENAGEM AOS 90 ANOS DO SACERDOTE CARDEAL DOM PAULO EVARISTO ARNS.'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
21;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADAO PAULISTANO AO SENHOR EMILIO VITALINO SANTIAGO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
40;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADAO PAULISTANO AO SENHOR SERGIO ROBERTO SERAFIM, NO AMBITO DO MUNICIPIO DE SAO PAULO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
131;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE TITULO DE CIDADAO PAULISTANO AO DR. AIRTON GRAZZIOLI, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 30/11/11 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
118;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DO TITULO DE CIDADAO PAULISTANO, AO ILUSTRISSIMO SENHOR DOUTOR LUIZ ALBERTO DE ARAUJO COSTA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;14/09/2011;Projeto
32;Criou o projeto de ementa que: ''INSTITTUI O PROGRAMA HOSPITAL DOMICILIAR DE ATENDIMENTO E INTERNACAO DOMICILIAR NO MUNICIPIO DE SAO PAULO - PROHDOM, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;26/09/2011;Projeto
22;"Criou o projeto de ementa que: ''CONCEDE O ""TITULO DE CIDADAO PAULISTANO"" AO SR. JOSEPH SAYAH. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 31/10/2011 AS 19H15 NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.";29/09/2011;Projeto
27;"Criou o projeto de ementa que: ''CONCEDE O ""TITULO DE CIDADAO PAULISTANO"" AO SR. JOSEPH SAYAH. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 31/10/2011 AS 19H15 NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.";29/09/2011;Projeto
35;Criou o projeto de ementa que: ''CONCEDE TITULO DE CIDADAO PAULISTANO AO DR. EDOARDO POLLASTRI.'' que foi encerrado, pois foi promulgado.;29/09/2011;Projeto
112;Criou o projeto de ementa que: ''DISPOE SOBRE OUTORGA DE MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO AO SR. KALIL ROCHA ABDALLA. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 07/11/11 AS 19H30 NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;29/09/2011;Projeto
23;Criou o projeto de ementa que: ''DISPOE SOBRE A DENOMINACAO DE PRACA RODOLFO PINTO RIBEIRO NA JUNCAO DAS RUAS ENGENHEIRO ANTONIO TOLEDO CEP 02367-010 COM RUA CARLOS CAMARA CEP 02367-040 - JARDIM DAS PEDRAS NO BAIRRO DO TREMEMBE.'' que foi encerrado, pois foi retirado pelo autor.;03/10/2011;Projeto
19;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO SENHOR DAVID AUGUSTO DA FONTE, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 02/04/2012 AS 19H30 NO PLENARIO ***'' que foi encerrado, pois foi promulgado.;04/10/2011;Projeto
116;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE ""TITULO DE CIDADA PAULISTANA"" A EXCELENTISSIMA SENHORA DOUTORA JUIZA DE DIREITO LUISLINDA DIAS DE VALOIS SANTOS, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.";04/10/2011;Projeto
116;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE ""TITULO DE CIDADAO PAULISTANO"" AO SENHOR ELOI FERREIRA DE ARAUJO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.";04/10/2011;Projeto
121;"Criou o projeto de ementa que: ''ALTERA A DENOMINACAO DA ATUAL ""EMEF CAMPO LIMPO II"" PARA EMEF DRA. ZILDA ARNS NEUMANN, LOCALIZADO NO DISTRITO DO CAPAO REDONDO.'' que foi encerrado, pois foi retirado pelo autor.";11/10/2011;Projeto
128;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADAO PAULISTANO AO COMENDADOR GRA-CRUZ PROFº DR. DOM DAVID DOS SANTOS ARAUJO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi retirado pelo autor.;19/10/2011;Projeto
5;Criou o projeto de ementa que: ''DENOMINA RUA ELIAS XAVIER DE PAULA O LOGRADOURO PUBLICO INOMINADO QUE SE INICIA NA ALTURA DO Nº 97 DA RUA JOSE ROSCHEL RODRIGUES - BAIRRO RECANTO CAMPO BELO - PARELHEIROS (CROQUI DO LOCAL).'' que foi encerrado, pois foi retirado pelo autor.;25/10/2011;Projeto
114;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE SALVA DE PRATA EM HOMENAGEM AOS 300 ANOS DA IRMANDADE NOSSA SENHORA DO ROSARIO DOS HOMENS PRETOS DE SAO PAULO. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 09/12/11 AS 14H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;25/10/2011;Projeto
50;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO DR. ANSELMO NAKATANI. *** SESSAO SOLENE REALIZADA EM 08/03/2012 AS 19H22 NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;25/10/2011;Projeto
50;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO PROFESSOR TADACHI TAMAKI. *** SESSAO SOLENE REALIZADA EM 22/03/2012 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;25/10/2011;Projeto
25;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE SALVA DE PRATA AO SENHOR ADILSON JOSE DE SOUZA.'' que foi encerrado, pois foi promulgado.;25/10/2011;Projeto
39;Criou o projeto de ementa que: ''CONCEDE TITULO DE CIDADAO PAULISTANO AO SR. DIVALDO ROSA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;25/10/2011;Projeto
40;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADA PAULISTANA A SENHORA KANEKO IKEDA, NO AMBITO DO MUNICIPIO DE SAO PAULO, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA DE TITULO DE CIDADAO PAULISTANO REALIZADA EM 03/05/2012 AS 19H30, LOCALIZADO A RUA TAMANDARE 984 - ACLIMACAO - SAO PAULO ***'' que foi encerrado, pois foi promulgado.;25/10/2011;Projeto
11;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA ""MEDALHA ANCHIETA"" AO PROFESSOR CARLOS ALBERTO CERQUEIRA LEMOS, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.";25/10/2011;Projeto
9;"Criou o projeto de ementa que: ''DISPOE SOBRE DENOMINACAO DE LOGRADOURO PUBLICO, E DA OUTRAS PROVIDENCIAS. (DENOMINA-SE PRCA ""IOLI ABILIO"", A ATUAL PCA. INOMINADA, LOCALIZADA ENTRE A ALTURA DO Nº 360 DA RUA DA SAFRA E NA ALTURA DO Nº 321 DA RUA DOS MUTIRANTES,  BAIRRO CAPAO REDONDO, ZONA SUL).'' que foi encerrado, pois foi promulgado.";25/10/2011;Projeto
117;Criou o projeto de ementa que: ''DENOMINA PRACA ARTUR BENEDICTO SAMPAIO O LOGRADOURO PUBLICO INOMINADO LOCALIZADO NA CONFLUENCIA ENTRE A AVENIDA AMARILIS (CADLOG 00997-0) E RUA DAS ACUCENAS (CADLOG 000135-0), BAIRRO DO MORUMBI.'' que foi encerrado, pois foi promulgado.;01/11/2011;Projeto
32;"Criou o projeto de ementa que: ''ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007, COM A FINALIDADE DE INSTITUIR O ""DIA DO CORRETOR DE SEGUROS MUNICIPAL"", A SER COMEMORADO, ANUALMENTE, NO DIA 12 DE OUTUBRO DE CADA ANO.'' que foi encerrado, pois foi promulgado.";04/11/2011;Projeto
35;Criou o projeto de ementa que: ''ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007, PARA INCLUIR O DIA DE RECONHECIMENTO DO GENOCIDIO DO POVO ARMENIO.'' que foi encerrado, pois foi promulgado.;04/11/2011;Projeto
40;"Criou o projeto de ementa que: ''INSTITUI ""O DIA DO MEDICO VETERINARIO"" NO AMBITO DO MUNICIPIO DE SAO PAULO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.";04/11/2011;Projeto
21;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE ""TITULO DE CIDADAO PAULISTANO"" AO SR. JAIME ALVES AROXA NETO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.";08/11/2011;Projeto
117;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE TITULO DE CIDADAO PAULISTANO AO SR. FRANCISCO BARBOSA NASCIMENTO'' que foi encerrado, pois foi promulgado.;08/11/2011;Projeto
131;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE SALVA DE PRATA AO SECOVI-SP, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 23/11/11 AS 19H NO SALAO NOBRE ***'' que foi encerrado, pois foi promulgado.;08/11/2011;Projeto
113;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE SALVA DE PRATA EM HOMENAGEM A UNIAO DE MULHERES DE SAO PAULO.'' que foi encerrado, pois foi retirado pelo autor.;11/11/2011;Projeto
121;Criou o projeto de ementa que: ''DISPOE SOBRE ALTERACAO DOS ARTIGOS 2º, 3º E 5º DA LEI 14.660 DE 26 DE DEZEMBRO DE 2007, EM SEUS ANEXOS, E AS TABELAS DE VENCIMENTOS DO QUADRO DO MAGISTERIO E DO QUADRO DE APOIO A EDUCACAO.'' que foi encerrado, pois foi retirado pelo autor.;21/11/2011;Projeto
43;Criou o projeto de ementa que: ''DENOMINA A PRACA MARIA ANUNCIADA TORRES BATISTA A PRACA PUBLICA INOMINADA, SITUADA ENTRE AS RUAS HERCULANO JOSE DOS SANTOS E LUIZ ELSON, PERUS.'' que foi encerrado, pois foi promulgado.;23/11/2011;Projeto
19;Criou o projeto de ementa que: ''DENOMINA PRACA MANUEL MARCOS SENRA AZEVEDO, O ESPACO LIVRE DELIMITADO PELA AVENIDA ONZE DE JUNHO E RUA HABERBECK BRANDAO, BAIRRO/DISTRITO DE VILA MARIANA, SUBPREFEITURA VILA MARIANA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;23/11/2011;Projeto
119;Criou o projeto de ementa que: ''ESTABELECE NORMA GERAL NO AMBITO DA LEGISLACAO MUNICIPAL SOBRE A CULTURA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi retirado pelo autor.;24/11/2011;Projeto
19;Criou o projeto de ementa que: ''ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007, PARA NELA INCLUIR O DIA MUNICIPAL DO CHEVROLET CLUBE DO BRASIL DE CARROS ANTIGOS, A SER COMEMORADO, ANUALMENTE, NO MES DE AGOSTO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;28/11/2011;Projeto
37;Criou o projeto de ementa que: ''ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007, PARA INCLUIR O DIA DE COMBATE AO CRACK, A SE CELEBRAR ANUALMENTE NO DIA 15 DE JUNHO E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;28/11/2011;Projeto
117;Criou o projeto de ementa que: ''ALTERA A LEI Nº 14.485, DE 19 DE JULHO DE 2007 COM A FINALIDADE DE INCLUIR NO CALENDARIO OFICIAL DE EVENTOS DO MUNICIPIO DE SAO PAULO O DESFILE YAYARTES - BLOCO CARNAVALESCO CASA DA DONA YAYA.'' que foi encerrado, pois foi promulgado.;28/11/2011;Projeto
35;Criou o projeto de ementa que: ''ALTERA A LEI 14.485, DE 19 DE JULHO DE 2007, PARA INCLUIR O DIA DA NOSSA SENHORA DO LIBANO A SER COMEMORADO ANUALMENTE NO 3º DOMINGO DE MAIO, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;28/11/2011;Projeto
29;Criou o projeto de ementa que: ''ALTERA A LEI 14.485, DE 19 DE JULHO DE 2007, QUE CONSOLIDOU A LEGISLACAO MUNICIPAL REFERENTE A DATAS COMEMORATIVAS, EVENTOS E FERIADOS DO MUNICIPIO DE SAO PAULO, PARA NELA INCLUIR O DIA DE LUTA CONTRA A CRIMINALIZACAO DOS MOVIMENTOS SOCIAIS, A SER COMEMORADO ANUALMENTE NO DIA 5 DE ABRIL, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;01/12/2011;Projeto
26;Criou o projeto de ementa que: ''AUTORIZA O PODER EXECUTIVO A CONCEDER A GRATUIDADE DO SERVICO DE TRANSPORTE COLETIVO URBANO AS LIDERANCAS COMUNITARIAS, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi retirado pelo autor.;07/12/2011;Projeto
27;Criou o projeto de ementa que: ''ALTERA A DENOMINACAO DA UBS VILA IMPERIO, LOCALIZADA NA RUA CATARINA GABRIELLI, 150, CIDADE ADEMAR, PARA UBS VILA IMPERIO - DRA. GILDA TERA TAHIRA, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi retirado pelo autor.;07/12/2011;Projeto
3;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DO TITULO DE CIDADA PAULISTANA A MARIA VICTORIA DE MESQUITA BENEVIDES SOARES, E DA OUTRAS PROVIDENCIAS.'' que foi encerrado, pois foi promulgado.;09/12/2011;Projeto
50;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO DR. MANOEL SANTANA CAMARA ALVES.'' que foi encerrado, pois foi promulgado.;09/12/2011;Projeto
32;Criou o projeto de ementa que: ''CONCEDE SALVA DE PRATA PARA UNIMED PAULISTANA, EM COMEMORACAO AOS 40 ANOS DA ENTIDADE. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 12/12/11 AS 19H NO SALA NOBRE ***'' que foi encerrado, pois foi promulgado.;09/12/2011;Projeto
